ID,review_body,sentiment
100155,"Cannot get the program to work, sorry I wasted my money,Too dam bad that I even considered buying this piece of crap, what a waste. Waste of money.",negation
7430,I had to return it because Adobe could not give me a &#34;serial number&#34; to authorize its use...something I have found typical when dealing with Adobe,negation
103321,"The advertising of this version is simply wrong. The first screen to appear when installing on an XP machine, is that \\""it is not compatible\\"". Beware.",negation
28196,worked but not buy it again because the newer product is beter.,negation
23760,Simply Money has not worked. It installed but did not run on the computer with Win 7.  It would not install on Win 8.1. My old computer<br />.with Vista still has Simply Money installed and runs fine but I can not find my copy of Simply Money 2.5,negation
20188,This was not quite what I thought it was going to be.  I ended up ordering something else.  I still like the WordPerfect programs and use them at home.  This product would not load into my computer.,negation
24284,"Product Key,( Did not- would not work )..But &#34;Amazon&#34; was Great in Sending back my cost,refund,back to me.",negation
95914,I have no idea how the game actually plays as it would not load.  So buy it at your own risk.  If you can make it work let me know.,negation
133292,Don't waste your money. This product in not ready for XP or windows 2000. Have tried several times to get this program to work even after down loading updates.  Nothing but crashes!!!!,negation
63684,had to return it because the software was used not new as advertised and could not be activated,negation
80572,This is the typical Turbo Tax program. Seems like it could be easier to use but I haven't tried other programs to compare. You still need some knowledge of tax accounting requirements to know if your results are reliable.,negation
63371,"The Dragon Premium 12 Does not text all the words I am speaking into the microphone. I spent a lot of time doing reports for my college assignments and thought the Dragon was going to be a good investment, but it was not.",negation
21094,"Still not as easy as Windows 7.  That part makes it a bummer.  But I wanted to be sure to have the latest, so it is what it is.",negation
7032,Can not download key code from C D.,negation
86189,product is no longer supported by Linux,negation
113380,"Amazon does not offer 30 day price protection anymore as others do.  Next time I shop at Amazon, will think about it first and glad I purchased my Nikon D5000 from B&H who offers price protection.",negation
27189,The product description states that this is PC/Mac disk.  It is not.  This product is for PC's only.  H&R block does not have a Premium & Business product for the OS-X (Apple) operating system.,negation
66479,The key code did not work and webroot service have not been of any help so I have a virus protection that I can not install,negation
129351,received tax cut premium + state box but no cd to install?,negation
19776,Never worked and never was able to get replacement. Would not but again. Neice wanted for her girls as she remembered using it at grandma's.,negation
120181,Be careful buying this product. I have spent two months trying to get it to work with Vista and have finally given up. The company that designed the software wasn't able to help.  Now I can't even get a full refund from Amazon!,negation
42759,THIS ONE AGAIN AS OTHERS COMES IN CENTER SCREEN PORTION ONLY AN D AT 150% WORDING.  WORKING THE EDGES OF NO USE AT ALL.  SINCE AMAZON DOES NOT OFFER REFUND SAVE THE NERVES AND MONEY !!!,negation
40751,Is not compatible with anything above Windows XP,negation
55801,Amazon stated McAfee LiveSafe on CD media and it was not and order took almost 3 weeks. Sent item back don't want to have to down load. I won't give it any stars because I did not get to try out the product. Amazon needs to monitor what they print.,negation
28141,"Purchase was made, not due to immediate need, but &#34;just in case&#34; it was needed  at some time in future... Good to have it on hand if and when needed.",negation
100686,Not what I expected from microsoft. Very hard to use and the GPS unit is poor. I would not recommend it.,negation
9871,It wasn't what I expected it to be.,negation
91000,I have been looking for this game for years and when I finally found it and bought it and waited for it. It ends up not working at all  and it just kept freezing when i tried to install it.,negation
94424,I ordered this because it is described as for Mac OS. When I tried to install it the message said it was not for OS 10.7.,negation
98136,95% of the time this software does not complete the writing of a DVD on my computer. Windows writing of DVD's works every time on this same computer.,negation
73287,This game is or would be great but when I got stuck there is no stragedy guide to help me out. And since I couldn't figure it out I just decided to quit playing it.,negation
46798,Peachtree works well... does everything you need.. only very bad point.. YOU CAN NOT CHANGE FONT.. VERY SMALL ON MY COMPUTER... have to use magnifier on Peachtree..,negation
6472,Actually did not work on my computer. I returned it and got back the tax amount only.,negation
74840,"I have a lot of computers running 4 types of os.<br />tried Ubuntu on 3 computers it ran ok, But very slow on all 3 computers<br />very slow on 2 laptops.<br />not worth the money, Pass on this one!!",negation
85377,I thought it would be more professionally packaged. It looked like a cd that i burned myself. Not sure the format was that good.,negation
70824,It did not cover the one item we were looking for and that is how to bookmark and exhibit volume.,negation
105144,Would not buy again. Purchased product due to low price but could have downloaded the same thing free online. Have to upgrade for more money to do most things described. It works as a basic program but that's about it.,negation
23382,Very poor software.  Some function is not working.<br />Do not waste money to buy this software.,negation
101230,"As a big smiley fan,and having been burned (bad virus) by down loading smileys, I thought this would solve my smiley fetish.  Was not compatible with Windows 7 . . . .",negation
4061,Item was broken in half. Attempted to contact seller two times and got no reply back! Very angry mom!,negation
71274,"Not near as good as Pogo.com's Scrabble.  Also, since I downloaded Scrabble Champion on my computer I have a lot of problems with my computer freezing and am constantly having to reboot.  Will probably remove it.",negation
64722,Bought the product for my wife.  She did not like it.  I thought it worked well for me on a test run.  I do not really need this type of product but it worked as advertised.,negation
31016,"Very expensive and sometimes not as easy as it should be to use. If you owe taxes in more than one state, they take you to the cleaners with additional fees.",negation
38506,I all ready had a more advanced Quicken program and didn't realize it. This program was of no use to me.,negation
718,It's brilliant if you don't have any of those games - but it's PC only CD - no Mac installers anywhere on it. Let us know if there is a similar item with Mac games.,negation
98049,I purchased this due to being a slots fan and it says it is windows 7 and it does not work on windows 7. I would not buy this if you have windows 7..,negation
2545,"This is lost time I am going to use this product. I product not loaded properly., Since it is software hard to return.  I am still trying to load this crap.",negation
60526,"IF YOU WANT YOUR COMPUTER TO CRASH, USE THIS SOFTWARE. THE SOFTWARE IS AN EPIC FAILURE. THIS SOFTWARE MARKS KNOWN VIRUS INFECTED WEBSITE AS SAFE.",negation
63885,"Just another version of their marketing platform to sell other products and services.<br /><br />Help section remains a disaster.  Unfortunately, haven't had the time to find a replacement.",negation
89372,I bought this Photoshop thinking it would have projects that you could do fun things with it . i didn't know it was a program for designs and was for students and teachers to use.was able to return it.,negation
105899,If you are a beginner to computers you will get lost in this product.  It does not let you do excercises as it teaches.  My husband got bored and frustrated with it.,negation
13966,"Cannot upgrade prior files! Need to start from scratch with speech files, vocabulary, the whole thing.  Practically useless because of this.  No prior upgrades ever had this drawback.",negation
4473,not compatible with windows 7,negation
30335,not what I thought and complicated,negation
114115,"No software included.This is borderline FRAUD!!Amazon needs to have this item REMOVED or change the product description.If this was a retail store, I'm sure a lawsuit would arise!!",negation
31886,THIS DID NOT WORK WITH MY PHOTOS,negation
60625,It is far too complex compared to Omnipage 15. I still haven't got it to work. Wish I had not bought it.,negation
17292,TurboTax has suspended  MA in state returns due to a security breach...no update as of yet,negation
58676,Difficult to install. Otherwise it is OK. I do not see alternative to buy. Microsoft has monopoly and prices so high.,negation
87801,I bought this so I could make calendars.  Installed and went to use and there were areas that did not install.  Tried again and again the areas did not install.  Very disappointed.  Would not recommend.,negation
32316,Did not work as it was supposed to and support was no help at all.,negation
70723,This program is designed for computers that have  been trashed.<br />Don't waste your money.  It won't load and there is no Tech support or online<br />customer service.,negation
27219,"CPU was the problem not just Vista, so no overight or assessment.",negation
61113,"I tried  for over an hour to print an address on a #10 envelope and I could never get it to print on the envelope. Setting up, the printer also was a pain in the a??.",negation
45326,The service at amazon was great. The software is so outdated that they wouldn't provide customer service without an upgrade. I was not able to do the work I needed to do.,negation
27374,Not so easy. Directions are not very clear and it takes a very long time for each album to copy to a CD.,negation
108257,Do not buy or use this. I tried to recover some files and lost everything. Contacted the company and their technical support was non-existant. Biggest waste of money ever. Don't trust this company or its products.,negation
107352,simply does not work as described.   this product is unusable for anyone in the legal profession.,negation
73850,if you want to reinstall this will not work. I tried to reinstall windows xp on my existing system but did not work.,negation
11528,"I guess I didn't read it fully, It does not have a downloadable Outlook so for the price I paid I am very disappointed",negation
87389,"I purchased this to use to add and store my recipes.  Existing recipes on CD do not include carbs, calories, etc.<br />Process to add recipes slow.",negation
78223,"I cannot rate it, as I am unable to install+ it on my present computer.  I do use this program at the school where I volunteer, and obviously like it, or would not have tried to update from my present version to this one.",negation
44458,"I was unable to successfully load the software due to an error after entering the activation code, there is no where that allows one to get some type of software support so I can't use the software. Pretty worthless",negation
16161,Not as good as advertised there are much better photo software out there would not recommend.,negation
8536,Never said that map was on disc and not a physical map.,negation
94808,This software does not work with new (Retina) MacBooks: displayed text is fuzzy and hard to read. Apparently this is a known problem that Microsoft has no plans to fix. This should be made clear in the product description.,negation
60604,"Although this product might have better if it was up dated version,,nor was it so hard to delete this clearly of my system,,still having residual effects of this product still on my hard drive.",negation
88614,Please check all your computer requirements for this game. I have a brand new laptop with windows 8 and this game would not work. I also tried to use it in an older computer but it wouldnt load. Wasted $20.,negation
68686,"There are apparently multiple technology issues with Rosetta Stone software.  I had to return it, and after checking on line discovered it is not uncommon to have difficulty registering this product.",negation
128850,I got this product and it did not work on my computer.,negation
14305,product does not perform- do not buy 3D World Atlas . It will not operate with todays computer operating system.,negation
55697,"This program is not worth the money!To many restrictions,this is more of a money pit!<br />And there is not any on-line support of any kind!!!<br />Total rip-off!!!!!!!!!!!!!!!!Had to return for a refund!",negation
51198,"After two weeks it just stopped working.  Returned it and purchased another one from another seller.  The product seemed well made and original, it just didn't last.",negation
83699,"I purchased this product some time ago, but did not have an opportunity to use it.  Since I can't honestly opine about it's quality, I'll just mid-mark it as &#34;OK&#34;.",negation
60170,for some reason it doesn't recognize my voice it doesn't work well for me at all I would not recommend it for anyone,negation
60921,"I am very disappointed with the cards and verses. The are not Hallmark quality, I could buy card like these at the Dollar Store.",negation
57831,"Looks like it is working on my PC, BUT will not protect IPad or iPod.  I am disappointed that the packaging didn't make that clear.  Long wait for phone assistance from Norton.",negation
119249,"It's not as good a PaintShop Pro, but you can't expect much for a low price.  I wouldn't purchase it again.",negation
75209,"I never could get this wargame to run on my Toshiba laptop with Windows 7.  It prompts you for a stupid update on the Internet that does not work and tech support is nonexistent.  Buy War Leaders, instead.",negation
131968,"The software doesn't allow you to burn multiple copies!!!  you have to copy then burn, then copy then burn, etc. and so forth. It doesn't say, \\""Would you like to burn another copy\\"" or anything to that effect.  It does work, however.",negation
66885,I had to return it. It could not be loaded on a computer that used Windows 7 as it's OS.,negation
103789,It was not user friendly to me. Instructions were complicated and I could not make it for me at trying to make a VHS to a DVD,negation
20243,It came on time but I can't get it to work. It was not compatible like it claim to be.  Ugh. So frustrating especially when I was looking forward to it.,negation
114960,I bought a Filemaker Pro 5.5 but when I received it there was no installation code.  This is totally useless to me without the install code. HELP!!!,negation
72083,"quicken stops working after 2 years, you can no longer download or have web access so it forces you to keep buying the product which i dont like.  i dont need changes but if you want to retain your info it makes you buy it.",negation
108156,"The product arrived promptly, as promised. It was advertised as new, but it was very obvious that it had been opened before because the bottom adhesive seal  had shifted, was misaligned and was not intact.",negation
40134,I was under the perception that this included a page-extractor.  It may be my fault for misunderstanding or not reading enough before purchasing.,negation
99902,"We have NOT received this product, but you want a comment on it's greatness?? It is now three days after Christmas and my grandson is without.  Still waiting..... I rated it because you forced me to :((",negation
62170,Does not work. Tried multiple DVD-R and it would not even recognize it in the writer. Tried downloading the update and it did not help. Very disappointed,negation
4311,I was able to install this on only one out of three of my android devices . Norton will not respond to my situation. I bought this norton security to download on my three devices and it will only do the one device . A big ripp- OFF!!,negation
96678,"A friend bought this software a couple of years ago and I looked at the final product and said, that's for me!  Now I find that Nolo does not make an Apple/Mac compatible version...?  What's up with that?",negation
117340,Did not work on one computer with windows vista and not as user friendly as card games disc was,negation
11297,Not even close to being as good as turbo tax.  Program kept crashing will never use again.....,negation
73444,"No instructions provided whatsoever, including which cable end to plug in where, and it took several hours just to backup a few crucial folders!",negation
93341,Normally when you buy an Adobe Suite you also get Acrobat. Acrobat wasn't there. So We did not get the complete product.,negation
97617,I was completely unable to download this CD on my computer; it kept saying there it was infected with a virus.  Too bad as this is one of my favorite games and previous versions worked on previous computers but not his one.  Bummer.,negation
106353,There was no mention of the subscription fee in the product description and now we have one very disgruntled nine-year-old after Christmas. >:(,negation
21364,I no longer use this product. Nuance has not kept up with the mobile technology scene. The dictation tools provided with both Android and iPhone operating systems are better than this product.,negation
47814,It did not work with system 8.<br /><br />I did not benefit from it. I did not even know what is in the DVD.,negation
30993,Worst software I've ever used. Do not purchase.,negation
72933,I bought the wrong one<br />Am not a masters player<br />and this one chooses what game I am playing in<br />I like to learn slowly<br />This is more for the very best bridge player<br />Sorry Noelle Parker,negation
127243,"I've had a lot of trouble getting this to run.  When it does, it's OK.  My son likes it.  It teaches good basic skills.  I highly recommend the Reader Rabbit Series.  My son enjoyed the baby, toddler and now the preschool Reader Rabbits.",negation
32416,"No support for this software, & its out of date.  It cause multiple issues on my computer instead of resolving anything.  I ended up spending more money to repair the damage this software caused. Do not waste your time, or money.",negation
7097,IT WOULD NOT WORK ON MY COMPUTER.  THANKS FOR YOOUR TIME.,negation
59185,it does nothing except take your money its cheap but not the shipping<br />i will not recommend it to anyone,negation
109182,I saw the posts on here and looked up the product on Norton's website. The product has been discontinued! Just wanted to send everyone an FYI.,negation
89166,I do not enjoy playing it as much as I did with my previous Funkitron version with the maven which finally died so I needed to find a replacement.,negation
97585,This program does not work.  This is like a virus that erases all your applications.  I had to restore all my files.,negation
35117,license wasn't included...,negation
115396,"Every other game purchased that runs on Windows 2000 ran on my 2000 xp.  This one doesnt.  Too bad, it looked really good.  Tried to go to their tech site and never got a reply.<br /><br />The I Spy series is a great alternative.",negation
84031,It installs amateurly like it was made for windows 3.0!  It is very slow and loads slowly.  It doesn't do what it claims like creating cards to email.  It is not intuitative.  It is amateurly put together.  Do not recommend it.,negation
40738,"not as good as my old hoyle bridge.  can't play duplicate, and does not show all the hands after play.",negation
67409,Just found it a little hard to use and also not so user friendly... also the words/phrases you are learning were not things I would have chose to start with,negation
85004,I wish AVG were more simple guidelines w/out a need to call support or follow instructions after instructions. The price was good for 3 pc's still more improvement needs to be done for the less knowledgeable with windows and pc's,negation
34092,Did not load.  No customer support.,negation
122235,Not happy with it.  Seemed to cause more problems than it protected us from.,negation
109729,"I was promised Windows XP Professional and I recieved Windows XP Home.  The vendor will not return my emails.  I have wasted my money here.  I'm probably not going to buy anything from Amazon again, there is no accountability from it's vendors.",negation
88332,The programs syncs every time you open the media player and locks up very often that you can't get anything done. You have to close both programs and the restart the whole process again. Do not buy this program not worth the money.,negation
128559,"Worst software ever foisted on an unknowing public. Stay away from Goldmine CRM it is a huge waste of money, a horrible, cobbled together monstrosity that will leave you praying for death.",negation
61515,"Just a warning if your computer is running Windows 7 or newer this likely will not work and since it is discontinued, there is no available update to make the software compatible.",negation
52896,The game did would not load on my computer. The disk was defective. I could not play the game. I was very frustrated.,negation
106131,"As I installed this OS in Fusion on my new 27\\"" iMac, two files did not install.    I have AppleCare and plan on contacting them soon with regards to this problem.    Allan R",negation
35907,would not register online!!!,negation
28665,"I bought this version even though I have Sony Vegas 9 because it has svideo stabilization. Unfortunately, when you render the final product, it's not as clear as the older version would have made it. Disappointing...",negation
118922,My fault for not noticing that the product only works on Mac OS9 and BELOW!!!  So hardly useful for anyone whose bought a Mac in the last 2-3 years!,negation
130435,"Unlike prior years, Deluxe does not include the ability to include employee stock option or other employee stock income ... you have to buy the Premier version.",negation
85133,BEEN USING NORTON 8 YRS NO PROBLEMS--INSTALLED WITH CD. COULD NOT INSTALL THIS ON NEW DELL LAPTOP. NORTON SUPPORT SAID TOO MANY CONFLICTS-SO BOUGHT A NEW VERSION WHICH SUPPORT INSTALLED AND PAID 100 USD TO GET PC OPERATIONAL AGAIN--EXPENSIVE LESSON.,negation
41374,My computer is old but still works. Have burned DVD's before with movie maker and was looking forward to using this for a few priceless VHS tapes I wanted to convert.  Could not even get it installed.  Would like to return.,negation
98982,Quicken Essentials is useless.  I want to give it zero stars but that is not an option.  Don't waste your time on money.,negation
58252,the seller was fine and quick but it will not load on any of the 3 computers I have at home,negation
114486,it's been a more than a month now since i purchased this...it's good and does it's job well.,negation
129815,"I feel like I got snookered. This is cool software, but this particular package can only be set up for ten users! Big problem for a studio with 160 students. Not bad for home use though.",negation
70458,"I have a new computer that should not have any difficulty loading almost any software, but it will not load this program. I made may attempts, but could not get it loaded. I have worked with computers from the IBM PS-1 to the present.",negation
133081,Extremely slow and no option for customizing.,negation
57476,"It's too early to tell whether or not it does as advertised. I'll say this, so far so good, no surprises and my computer functions OK and apparently virus-free.",negation
4500,"This deal fell through pretty quickly, got refund because key code was not right.",negation
101121,I cannot use the application because it requires higher resolution screen.  I'm using a netbook and the program won't download on a smaller screen so that's  kind of disappointing.,negation
103076,"I haven't had the time or inclination to learn the games except dominos.  It's like Vegas, the puzzle wins 99% of the time.  Takes a lot of the fun out of it.  That may change as I learn more games.",negation
119237,"These price increases are simply unacceptable.  It's time to look at other mature tax software.  Luckily, that's not difficult this year.",negation
60300,"This is a good software for students and the like, anyone who dicitates a letter should buy this product. My only concern was that the Mic that came with it did not work.",negation
89870,Too much work for me t review the lessons. I am not sure how to get into the program. I am not that computer savvy.,negation
82772,"Typical product for Mac, no improvements.  15 year user of Quickbooks, but do not recommend for new users.  Unfortunately we are stuck with Quickbooks.",negation
2893,"This is not a good product!  It does not let me download my transactions.  I have had to reset it too many times!  I had the 2012 version and it worked fine, but Quicken wanted more money to let me download and what a disappointment.",negation
42098,"I could not load it and so I took it to a professional computer man and he also could not load it. He said the disk was no good.  Since I tried and he tried I have rated this disk as a waste of money, which was a lot in my book.",negation
109916,"I gave up on this due to the difficulty of it. I have taught myself photoshop, illustrator and other even more complicated software and suspect that I could have eventually gotten there but I did not find the results to be worth the effort.",negation
12608,"No, I did not work on my Windows 7 computer.",negation
108741,"There is not much change from VISTA [for the average user that is]; therefore, it is not worth the money - but then again this is the trick Microsoft always use to get your money and in a couple of years they will, no doubt, do  it again!",negation
51092,"WELL FOR THE PRICE I SHOULD HAVE ACCEPTED THIS,,POOR TO NORMAL PIXEL, EDUCATIONAL BUT NOT UP TO THE TIME IN TERMS OF ANIMATION OR GRAPHICS,,,NEEDS THE INTERNET TO BE INSTALLED.",negation
29071,"This proved absolutely useless.  Impossible to enter destinations.  In map mode, it depicted towns but not roads. A waste of money.",negation
36826,Not as comprehensive as I would have liked.,negation
668,bad  would not download right Crystal Portal would not load  not recommanded,negation
120007,"It is an Upgrade, and to keep current would be the only reason to purchase it. Now that CS4 is out, why bother?",negation
22,"Invalid serial number, not able to activate and register. Will be returning for refund.",negation
32227,"I used this for my computer for some time, it seemed to work o.k.,I had no problems while using this program",negation
83218,Would not recommend this product.  I played with it myself and really did not find the concept of the learning game helpful.  I would be research other learning cds before I would purchase this product.,negation
17010,"I hate it and  I don´t like it, spend money and get all broken, never use",negation
133054,Not even worth the [money]!  The typing section of the program may be better.  The writing tutor - the level of analysis is very low.  It doesn't catch a number of common errors.,negation
17094,TurboTax dummied down this year.  I upgraded to Home & Business from Deluxe and it still did not provide the proper form I needed.,negation
10232,Very cumbersome on business side.  You basically have to know how to complete forms first.  All this program appears to be is an auto entry.  Personal tax side is better and mor user friendly.,negation
114900,Disappointing that this software does not work on 64 bit versions of Vista.  Company states they do not plan to create a compatible version.,negation
131120,"This software is terrible!  It's extremely non-inuitive and extremely buggy.  I couldn't get booleans or shapemerge to work, even on the simplest shapes!  Go with Maya instead.",negation
56580,I bought this for my personal medical home dictation which is none profit. It refuses to understand and write medical terms. Ridiculous. Don't try it for medical dictation. The medical dictation version is too exhorbitant for nonprofit purchase.,negation
85593,"It works on newer PCs, but not older ones. Like Ubuntu, it is hard to configure printers and wireless devices to it. I do like the looks, but I guess I have to stay with Microsoft.",negation
120454,"got it basically to learn bridge, but unfortunately the bidding process is not accurate according to others I know that play bridge. there are many other games included which i haven't really tried...",negation
10925,Some of the changes in the interview almost cost me a valuable deduction until I recalled that I had not been interviewed for that particular line item!,negation
113276,Returning to second on accidentally ordered cost over half the cost of the product. Had I known the cost I would have shopped locally,negation
16082,I bought this stupid software twice. Once through download next time. I got the disk. Both times I had an EXPIRED CODE. Do not buy!,negation
5895,"When entering code, it would not go to the next stage. What a waste. Will not buy anything else from this group again.",negation
117917,Would not purchase this program again... I cannot enter my AGI for e file    When i called the support which i had to wait for about 45 min .. they told    me to enter 2 AGI and it didn't work i had to  file by mail...,negation
107411,This program is a waste of money.  The cards will not move even if placed in the correct position.  The rules for the games are too generic considering all the variations of any one type of game.  I don't recommend it.,negation
126855,Not exactly what I was looking for or expecting. Leaves much to be desired.,negation
108438,I tried to make avchd disk. The video quality is so poor. Pinnacle tech support does not have any solution for it. Bad quality of the software.,negation
132781,Purchased this about a year and a half ago...just got a new computer running XP...this is not compatible. No updates available from Cakewalk but they did suggest I purchase one of their NEWER products that is XP compatible.,negation
45382,This product is totally worthless.  This usage instructions are of no help at all.  There is no support for the software.<br />This was a complete waste of money and I would not recommend it to anyone.,negation
130089,This might not be a good investment if you don't reside in the United States,negation
1385,I cannot use it on my computer!!!!,negation
105466,"Not as easy to use as a program I previously had, but it is functional. Has a lot of useless (to me) information.",negation
3644,Have not spent a lot of time with this program yet,negation
74710,It does not work the way I supposed should be working it make to many mistakes and it is hard to work with it,negation
47798,The disk that came would not load. There is only one file on the disk and not help option to make it work. Had to order a download version at an additional cost.,negation
99877,installs but will not open  Get serious error message The program and Nuance tech support sucks.  Do not buy their products,negation
123275,This educational toolkit is not worth the time or money. Each segment of it has to be installed separately. Very primitive content. Insult to a normal child.,negation
6329,would not work on my computer.  so what else is new,negation
9660,"The disc did nothing to address my problem, though it could have been the nature of the problem rather than the efficacy of the disc and it's software. Still, I bought it expecting it to be able to do what it said and it didn't/couldn't.",negation
117377,"The graphics are very bad and old (for dos days). Not for 1 or 2 graders, more like a kindergarten or preschool level stuff. Don't waste your money!",negation
93816,The SW offered is no longer supported by the manufacturer.  The SW is poor at best and should be removed from Amazon.,negation
62898,I can't seem to install it on my machine currently running windows 8.  I blame windows 8 and windows 7 for not making it easy to wipe machine from startup,negation
84235,Product was out of date and did not function on current computer and laptop owned by the party for whom I had purchased the product. Very disappointed.,negation
42369,"my Computer stills says its not protected. Its was kind of of hard downloading this from the www site. Keep making mistakes. But, for the price it was great.",negation
2301,"The software came in another language (I think German), not English.  The Microsoft label on the outside of the plastic container the DVD came in said it was English (USA)--it definitely was not.  Went back to my 2007 version.",negation
121372,Cannot print on a Canon Selphy with 6x4 postcard-sized sheets.  Text only works with English characters.  Software overall feels outdated technology.,negation
58098,"Arrived with no box, which was disappointing since I bought it as a gift for my partner. The product itself is good, however.",negation
32672,Buyer beware...I received this just fine but after installing was unable to activate with the product key because it was only to be sold or distributed in the Asia-Pacific region.  Not great since I live in the good ol USA.  Had to return :(,negation
74745,"I used to love this software but not anymore, all of my returns I did this year using this program got held up and even to this day I still haven't received a refund.",negation
132595,"Not only did i have to undo (which still left my computer a mess), but the &quot;returns&quot; agent was one of the most rigid, abusive, nasty people I've ever had to deal with.",negation
10718,It is difficult to navigate through the software. It is especially difficult to go back to the item for a review and to come back to continue. Some of the critical items such as a penalty are not explained in any detail.,negation
80254,"I was looking for an advanced layout for Mahjong tiles and games.  I thought this was it, it wasn't!  A little disappointed with layout and games available on this disc.  Seems a bit elementary in design and setup.",negation
22074,It did not load on second computer. Installation halted  and did not download. The &#34;help&#34; guide from McAfee did not help at all.,negation
76032,The unit did get power but that was it .  The instructions were very confusing.  I could never get a sound out of it!,negation
43976,this may be ok for some but it screwed up my internet connection so I could not get it. had to return it and get Norton 360.,negation
120866,"This item was very bad. it didn't even work on my computer. After I returned this item, I bought Norton 360 and it was a hundred times better! So don't buy this product and put this liar out of buisnuiss.",negation
45694,"This software has become bloated both as a program and as an accounting system.  What used to be intuitive has become cumbersome.  Not much competition, however.",negation
105861,Ordered Mac OS9 operating system to use Classic on my newer computer. Software would not load on the computer. Questioned the seller and was issued a refund.,negation
120556,i received the product but i had problems to install and i have a brand new computer so i don't know  what happened but i wrote to the company and them send me my money back i sent the product for defective product.,negation
110234,"I haven't had a chance to use this much, but the installation went smoothly.  Still not sure that this copy is totally legitimate, but it will serve the purpose for which I bought it.",negation
106521,"The program will not install. I get an error that says \\""Access Denied\\"" and my Antivirus program says that it has malware on it.",negation
12087,"Not the greatest.  I only bought it because I got a new computer and my old version wasn't compatible.  You'd think the new version would be better, not so.  I find I almost never play it anymore.",negation
72318,Still Warning me of updating after updating. Terrible antivirus software ever. Delete it and never use it again. It's worth no penny.,negation
2158,The fake voices and chatter of the Players of the various games is very annoying and wastes time. the games are too slow.,negation
127449,"Product shipped would not even install on an Intel Mac Pro. I wrote the company and after exchaning several email, they agreeded there was a problem and send me a newer disk that was upgraded to work with the Intel Mac Pro's.",negation
104709,Purchased this product for Windows seven. loaded ok but it does not work at all. Very slow and no instructions.  Very unhappy with this purchase.  If someone knows if I can correct this CD-Rom. Please let me know.,negation
73240,I gave this as a gift to my granddaughter.  It would not load in her computer (windowsxp) stating that administrative rights are needed.  I hope this situations will be resolved so I can give the cd a proper rating.,negation
71549,"Loved the old CD of this but it didn't work on newer computers. Bought this updated version that claimed it would work on xp, but it does not work. Very disappointed.",negation
79562,OS 10.5.6 would not allow applications in iLife to open.<br />Glitches with Quicken 2006 had to be corrected.<br />Don't know other applications that are problems because I haven't tried to open most of the lesser used ones.,negation
70942,For the price the disk is not bad. I did have a problem with several of the games crashing.<br />My computer is several years old and that may have caused the problems. I enjoyed the games that I could play.,negation
